phone_no_m,opposite_count,opposite_unique,voccalltype1,imeis,voc_calltype1,city_name_call,county_name_call,phone2opposite_mean,phone2opposite_median,phone2opposite_max,phone2oppo_sum_mean,phone2oppo_sum_median,phone2oppo_sum_max,call_dur_mean,call_dur_median,call_dur_max,call_dur_min,city_name_nunique,county_name_nunique,calltype_id_unique,voc_hour_mode,voc_hour_mode_count,voc_hour_nunique,voc_day_mode,voc_day_mode_count,voc_day_nunique,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
c0f1d5428ef51dc0bea59d8cfbdf415babd57aca8e08c8c0fbdfc3244e577204b2a28f22364224b54d0809f7718210c403c3e3eefda5d8ebb812194ec808589b,414,414,414,10,1,1,1,1,1,1,22.68115942,15,401,22.68115942,15,401,1,1,1,1,10,81,13,27,85,9,293,6,48.83333333,267,0.911262799,9,54,13,29,55,19,9,16.50438656,0.016486168,0.000573158,112.7991495,1411.730619,181.5482521,2,90.77412605,31.45571429,661.4283952,60.9,10.9,10.9,220.19,0.398025824,9.720584897,10.9,1
044dbcff1a11dfdb21bc1d20ca9087ddcd06c210e38f1d70ab48d011a4f3a58aa5ead884604fff8d93e899c18129a7749c88d61352ae69840d20d96d82a84630,43,10,37,1,0.860465116,1,2,4.3,1.5,22,187,145.5,391,43.48837209,29,336,2,1,2,2,17,8,15,1,4,25,281,12,23.41666667,281,1,15,48,17,11,38,31,5,0.011431236,0.0076828,0.000183105,0.031347275,0.000106136,0.285780907,8,0.035722613,12.7625,4.65125,18.1,12,12,102.1,2.828427125,0.7625,12,0
f27bc3d4e97fc06774038dfb06e9cabdd77c648e3c5b4f5841f5845ddddd640508446caf9c171a13178773780f7d409e446ab86dfc1c945288f6f140a815a7c9,410,58,152,2,0.370731707,1,2,7.068965517,2,108,1189.344828,177,40111,168.2487805,53.5,1800,3,1,2,2,10,45,17,9,23,31,694,29,23.93103448,690,0.994236311,11,106,17,16,64,31,15,0.079601809,0.009049416,0.000431061,1.118227005,0.036937844,5.0945158,8,0.636814475,9.04625,0.001483929,9.12,9,9.045,72.37,0.720676021,0.013619511,9.045,0
6ca448c61129835afaec65a8c3d88ec92d38b24272cb61b511a726477da99402450fb9034aa3cb47e4cd552aa5f1a8ddf96a409eba2f21536001a893aa6fa2c2,1180,136,775,1,0.656779661,1,3,8.676470588,1,516,1151.485294,105.5,37419,132.7135593,53,1800,1,1,3,2,18,135,20,23,58,31,33,2,16.5,,,18,5,13,14,3,21,1,0.013469315,0.009795666,0.000644684,0.032773972,0.000127369,0.134693146,8,0.016836643,76.66,1388.707771,163.8,46.7,68.73,613.28,2.233485937,13.17529777,68.73,0
6f053882d760f2985e23c3297f674c531920f77917f5148045f31985024c41ef87d04614b3612a733d7d88fa1faec745e72f9c7456e3969a91f205fa5ca807a4,357,85,112,2,0.31372549,2,8,4.2,1,72,4362.823529,50,216380,1038.767507,130,3781,1,3,9,3,0,27,24,15,21,31,1520,393,3.867684478,1490,0.980263158,10,197,23,13,103,31,438,128.41891,0.47387743,7.44E-05,14796.49733,624513.7859,229099.3355,8,28637.41694,121.33375,328.3339696,164.67,109.5,118.5,970.67,2.457267473,6.406383239,118.5,0
ad55205daa2d651af1cff77ca341e4aae42ce3474b6bd70ffaf5e3c498000436365945a8ef29878c92d590f50b454f404b265bf5190bd9eee50faa59bbaa6a44,65,46,62,2,0.953846154,1,1,1.413043478,1,6,277.0434783,170.5,2500,196.0615385,119,1800,1,1,1,2,13,14,9,10,33,3,161,31,5.193548387,152,0.944099379,11,36,12,25,38,13,57,2.208384487,0.092777252,0.000144958,48.15070438,67.45931439,154.5869141,3,51.52897135,71.8375,16136.42916,262.29,2.84,11.11,287.35,1.994210637,63.51462264,11.11,1
bb94c24e6f35cceead72a6d9dabcf6d42d40122edac306b431c3923c59692065040b18b8f982bdadb3901fbdb8c2eb19f869b9231f3a564f94a1592dcea1ea48,2918,244,1676,1,0.574366004,3,11,11.95901639,2,566,684.7704918,87.5,23753,57.25976696,31,1214,1,3,13,2,18,325,21,25,135,31,3546,180,19.7,3535,0.996897913,14,510,23,4,171,31,241,36.62297497,0.131037712,4.48E-05,5459.095467,54470.85592,46621.04714,8,5827.630893,52.7125,8179.395536,198.9,1,1,421.7,1.420871984,31.97537243,1,0
8f64d556023a89abeef17e23e01a17e6be0bfcc7f327ad7c212401d79441b4d5e59a7169c5ad1100370762b62778702faa525c7462d38b31afeb96cdea328921,644,89,359,1,0.557453416,1,2,7.235955056,2,210,446.8539326,104,6728,61.75465839,29,1304,1,1,2,2,10,71,16,22,39,31,1127,121,9.314049587,1127,1,9,136,23,11,78,31,119,6.728461215,0.067627907,7.44E-05,868.278409,2187.225238,2765.397559,8,345.6746949,95.36625,274.6776268,136.26,89,89,762.93,2.795791634,5.859582182,89,0
ad27ce8699910709dab3052212f91b4fe607a0ff1cded475cc03c3d8ceec315480acd8c83696a966c2d94570bc1e3bcf1a579af77e605632ec71aef124b147ef,294,58,192,1,0.653061224,1,1,5.068965517,2,69,319,137.5,1941,62.93197279,31,1754,1,1,1,2,9,36,16,21,19,31,1683,52,32.36538462,1683,1,16,510,22,16,106,31,0,0,0,0,0,,0,0,,19.7075,8.021935714,25.17,17,19.28,157.66,1.025332025,1.001370044,19.28,0
7040ac5b7c3b5d2585ea2bf15709e13731089327a6ccfdb9c8dbd280eff5488df314eb60a91f7084b789c35ba8d6f1df0b99a2763d3b2cc6dbbe1c72ebc9d99d,78,56,20,2,0.256410256,0,0,1.392857143,1,8,209.1428571,43,2624,150.1538462,37,1690,1,0,0,2,15,11,13,28,6,29,2264,358,6.324022346,2263,0.999558304,11,251,24,11,135,31,0,0,0,0,0,,0,0,,9.61625,1.823826786,12.93,9,9.1,76.93,2.735860484,0.477470783,9.1,0
faa8ccb2ab1845774b237273be74786b2d20f1e2baa9d289051715342076dc37a2eb5c09405dab7cc302034161e55754fc8432f596e9b0df0ad23989b57ed5a9,967,66,397,1,0.410548087,1,1,14.65151515,4,195,1343.19697,228,16372,91.67631851,32,2266,1,1,2,2,19,99,20,23,57,31,1154,39,29.58974359,1154,1,9,156,20,7,78,31,106,37.30169352,0.327964783,7.63E-05,7411.881823,119360.3186,20329.42297,8,2541.177871,52.225,22.0932,62.58,48.9,50.895,417.8,1.773876726,1.66182129,50.895,0
0866d017b7e0205516a0d073633b9d79698c8c5a7988b3be53568e33864a6c9938d11daeb1d5406b47e3e3f1489443a036e43c09981a5269e9c72d149e590844,463,56,344,2,0.742980562,2,8,8.267857143,3.5,51,1042.964286,255,9927,126.1468683,42,1908,1,2,9,2,10,63,20,19,31,31,910,91,10,909,0.998901099,14,118,18,11,68,31,196,35.4782294,0.104442596,7.44E-05,3914.113469,62555.86568,28985.71342,8,3623.214177,53.3,34.61797143,65.63,49,50.95,426.4,1.517293102,2.080203458,50.95,0
94e8ce817d35094f567f42aa784e8b2c21f18c9068494c0e3f06951727199247169a49a1f86e8575c0488c9a0176b165a3e383ff90958c9bfa530eacbdba6881,20,13,7,1,0.35,1,1,1.538461538,1,6,88.61538462,25,784,57.6,28,453,1,1,2,2,15,11,6,23,6,10,1121,187,5.994652406,1119,0.998215879,11,122,24,12,86,31,0,0,0,0,0,,0,0,,10.74,4.393714286,14.52,9,9.8,85.92,1.038010788,0.741089931,9.8,0
0616c2dce29df2022fefc726d64802539e25e19d27ab8fde3266fc6959d00479622e1c8d99e93dd68a0383c3144ddcf79b7921a91f0fb1c1a4f31a2c8f1f160f,218,58,79,2,0.362385321,2,2,3.75862069,1,89,373.0344828,111,3529,99.24770642,44.5,1031,1,2,3,2,14,27,16,13,17,31,998,22,45.36363636,993,0.99498998,10,423,19,9,55,31,2,0.00227054,0.001962662,0.000803947,0.004318237,2.26E-06,0.013623238,6,0.00227054,18.425,1.122142857,19.8,17,19,147.4,-0.42483389,0.374523507,19,0
5c38b5515302dfaa06d41624f94039088bf7d3f5372416225dcd7a688896dd3685eaf9e12b0231042a6e07d907b8a68173b3282de96c6627bbe84b1507074cc1,180,11,95,3,0.527777778,2,3,16.36363636,1,76,1742.272727,84,15192,106.4722222,22,1800,1,2,3,2,18,23,18,22,17,29,542,41,13.2195122,455,0.839483395,20,70,19,6,49,31,6,0.020026882,0.014963627,7.63E-05,0.069778442,0.000381248,0.48064518,5,0.096129036,2.75,8.5,9,1,1,22,1.758220789,1.030776406,1,0
35a03c8d2d76ddbe523f913d33eac2804333618fc02365c4cbe23a85ccb91c3f8babda5ea0f6c0a164be8b6a90c3169b3c82e92fcd2c39951dbfb245d09a4663,86,45,65,1,0.755813953,1,6,1.911111111,1,12,169.7555556,108,881,88.8255814,42.5,881,1,2,8,2,11,12,16,2,7,29,2050,209,9.80861244,2049,0.999512195,10,263,21,15,88,31,196,34.04638393,0.130275726,0.000105858,6756.61339,119205.9702,31867.41536,8,3983.42692,26.71,21.70822857,30,20,30,213.68,-0.816660311,1.647279142,30,0
1ea9462e38abbb4a9b0e12f1d51352d3f02ba0872c6dcb0e69ed32d6f25718b2f43ec943f1d293697f84c4ad25eaaad22a3e8f1eb773d2b8516b18d8981e0790,1112,61,816,1,0.73381295,2,3,18.2295082,2,357,675.8688525,108,9640,37.07553957,21,1220,1,2,3,2,18,177,21,22,55,31,5,2,2.5,5,1,12,3,2,12,2,3,0,0,0,0,0,,0,0,,22.0125,0.00125,22.1,22,22,176.1,2.828427125,0.0125,22,0
bab72530e3bc067bf4c4fb1b030d1a17f3b96c171a2930d77886c76fd353a62635b9cee96a6b452f580fff86a3ee06ec4bc4f36c4973a1b2e1c974e218e5e2fb,919,918,919,11,1,1,1,1.001089325,1,2,22.80392157,15,316,22.77910773,15,316,1,1,1,1,14,139,13,4,197,13,378,16,23.625,340,0.899470899,7,80,16,2,52,23,8,0.147727569,0.005432129,0.000278473,1.108565331,0.119857179,1.772730827,3,0.590910276,36.88857143,495.959581,54.6,7.62,54.6,258.22,-0.439773043,8.417325508,54.6,1
e4c118d5985e8c217d16b000390d687ff793a3f545216f330221065f697e77bf625e6464cc4cf7b3be6b657996cc8505a7d0151fb779e404f79391eeb8680b04,2932,370,1745,1,0.595156889,2,13,7.924324324,2,607,618.272973,108,61914,78.02216917,41,1920,1,2,13,2,7,256,21,19,146,31,1648,359,4.590529248,1636,0.992718447,14,163,23,1,99,31,462,73.70297919,0.349834919,7.44E-05,9593.285955,215161.328,153302.1967,8,19162.77459,153.3025,56.88950714,170.57,149,149.1,1226.42,2.123636756,2.666681157,149.1,0
8615b7e8e3eba02b29f05be146fa7935cf4018fd32a284cda8dadcf5c85a628d2ed5de5ac52c14cb85ce5275ad9eeff16c59b77d332323027540def3132d53b2,41,14,14,1,0.341463415,2,2,2.928571429,2,10,596.5,198,4874,203.6829268,59,1922,6,2,2,2,8,7,13,8,6,17,558,21,26.57142857,558,1,11,127,17,27,66,31,0,0,0,0,0,,0,0,,19.88,6.126628571,22,17,21.02,159.04,-0.421368592,0.875116319,21.02,1
4e3d70c4a899bac6f543191f1e80e5a9ff1afa4374f29f8b9e4398e0d181a657bc7d3d1531f727a38dbc1e9d70af9a4cfe8939d51613f7ae0c54b2776353a835,3557,401,2172,3,0.610626933,4,16,8.87032419,1,805,655.8029925,64,44444,73.93224627,36,3335,1,4,19,2,17,389,19,23,176,31,3421,746,4.585790885,3402,0.994446068,11,419,24,1,218,31,525,73.20410665,0.228693962,7.44E-05,15103.67221,383511.3685,162000.688,8,20250.086,148.6025,1757.361964,214.26,104.41,133.12,1188.82,0.633978029,14.82127678,133.12,0
a1d6752f94a515b0fb09053e4711078a86028256cce94ea533f3e2fd3285c45971c4d004a3346cb68a6bc94ae9691b25598fdc427dd0c9a8bafff8e3bada77a1,918,918,918,3,1,2,4,1,1,1,20.66666667,14,494,20.66666667,14,494,1,2,4,1,14,156,13,7,184,16,118,11,10.72727273,117,0.991525424,15,38,12,19,41,12,24,0.26727012,0.01756525,0.002879143,3.61682415,0.752555569,8.0181036,2,4.0090518,40.235,553.6609,52,4.94,52,160.94,-2,11.765,52,1
3da1422f7eef582aede8a07c38a81b62813e0c247aea2f0920848458a4710aef2bbf24690788da0dd4d30b7f49da11760949075a1712c95503fb7b55f1d2d76c,2,2,1,1,0.5,1,1,1,1,1,18,18,24,18,18,24,12,1,1,2,12,1,2,27,1,2,80,13,6.153846154,79,0.9875,10,39,8,25,36,6,57,31.71981595,0.117581367,0.000322342,727.1370201,17244.54414,1871.469141,1,1871.469141,12.64,,12.64,12.64,12.64,12.64,,,12.64,0
739f8c3f5c19ad9a5106101aa188091013de5b0bdab60bd43350574f5d8b3f5ea1af001153d78e55ba58b030078348baf055a5652f3d0100e903c485461b825e,92,83,88,1,0.956521739,0,0,1.108433735,1,2,129.9277108,91,582,117.2173913,78.5,582,4,0,0,2,18,18,10,12,53,3,52,5,10.4,51,0.980769231,13,19,11,11,33,7,5,0.038300196,0.017933846,0.002260208,0.1381073,0.002712884,0.229801178,1,0.229801178,94.235,26045.24757,335.94,1,20,376.94,1.981298953,80.69270036,20,1
705ca80370c4567c1ce14bb86e28873abfb8681de025376538af04ab0287b1e47d6a9610fcc33a63cfae0fb3fa2d0d1d4f66740b16e00717bf301335ba06068e,630,66,191,2,0.303174603,3,4,9.545454545,1,130,931.7575758,48,18899,97.61269841,37,1974,4,3,4,2,18,124,20,5,33,31,2143,332,6.454819277,2143,1,10,207,24,9,112,31,247,18.90413755,0.158174992,7.44E-05,2708.06457,12082.78597,19320.02857,8,2415.003572,24.0325,27.62630714,33.94,19,22.235,192.26,1.092128972,1.858302557,22.235,0
fa878ba1d3e9fa4287eddcd4e306b270760409e747ad38f796bae66c7e2e0d46c03a818b9eb82bad2ac386b3dac24dfa32f4a737c84198c33e7b0c6ae66d3689,221,42,88,2,0.398190045,1,1,5.261904762,3,44,763.9761905,173.5,13120,145.1900452,77,1199,1,1,1,2,12,27,18,8,15,31,315,18,17.5,314,0.996825397,13,51,20,8,53,30,57,0.898636376,0.018153667,7.44E-05,34.23886681,14.12869597,97.05272865,8,12.13159108,21,0,21,21,21,168,0,0,21,0
51f47d45ad790f5931855f8ac18d8e8ac838b15b9455e89f6bee78e7fd633b1fac0d42aef494828781bb5b3977222a263aef14376a7e052df89da4ecc03d164d,245,52,82,2,0.334693878,3,3,4.711538462,1,67,405.1153846,48.5,5026,85.98367347,26,1339,1,3,4,2,11,30,17,27,16,31,841,91,9.241758242,839,0.997621879,9,127,21,8,78,31,142,38.8472492,0.241111755,0.000299454,4896.576619,114413.6834,16199.30291,4,4049.825729,30,0,30,30,30,240,0,0,30,0
20c6fc37b5f0f80db9e6e9cd42fa48681daecf9b28bf7428c337e9c65ff28e0d7bd481644c6c31c084be17a948a4004fbb78fdfb0996218189e7ffbac8b2036e,170,38,107,1,0.629411765,2,3,4.473684211,2,65,254.9736842,59,4359,56.99411765,35,1293,6,2,3,2,14,25,15,10,19,30,1637,230,7.117391304,1631,0.996334759,10,315,21,13,102,31,401,47.39086388,0.250387669,0.000114441,5906.45993,78991.26429,65778.51906,8,8222.314883,30,0,30,30,30,240,0,0,30,0
6564cf87cfa3fbf195884ae12fb19803c02affc13bdcf730c456d0764929f8e43b19cb462b1aa0395d453099def76d6dbc689a95d6056de02f08a52893a5234a,81,71,81,5,1,1,1,1.14084507,1,3,118.4225352,58,651,103.8024691,49,651,3,1,1,1,15,18,10,20,44,4,3137,2972,1.05551817,1536,0.489639783,21,1609,13,17,3044,8,2,0.001015663,0.000458717,0.000278473,0.002309799,1.26E-06,0.003046989,2,0.001523495,92.975,24727.8025,328.4,1,21.25,371.9,1.976822016,78.62538156,21.25,1
f6239cd856852288b38dd227f2aff918e369267dd79ec9999d05650da7a79712e077b9c87d168bada222e0d2d69f85e496cda162840bd700c0101460602fd065,814,45,248,1,0.304668305,3,6,18.08888889,4,154,811.8888889,170,8224,44.88329238,26,624,1,3,7,2,12,127,17,23,37,31,252,28,9,252,1,11,54,16,11,43,29,3,0.004938039,0.003318787,0.000644684,0.018257141,2.53E-05,0.054318428,7,0.007759775,17.585,1.256657143,19.88,17,17,140.68,1.714519719,0.396335897,17,0
6698fa1452803b8fc727932e4c679b72f70786124703f710052d33e96931a8e02da73161abf8b3cfc9fd7f81652616ae0abf20bca042ee7500e1e5218e6d9c87,439,340,439,10,1,1,4,1.291176471,1,21,97.45294118,32,3605,75.476082,37,1800,1,1,4,1,10,65,14,29,164,12,10796,10607,1.017818422,806,0.07465728,15,2416,14,5,10632,17,37,0.507608377,0.014092922,0.000549316,23.77371407,10.831371,26.3956356,2,13.1978178,261.316,210316.8189,1077.2,19,54.91,1306.58,2.176921891,205.0935489,54.91,1
94e584d317dbfae571cdabbb073668e326820d7d922ccfe44c9d8c1f6c59b9df72c0dc4d8b796d6076731ac9e1aa8837b5c902b80c71f7bef247aae0ac46f1c0,214,134,195,5,0.911214953,0,0,1.597014925,1,9,638.4402985,201.5,9256,399.771028,149,3436,1,0,0,2,14,30,13,19,62,7,63,16,3.9375,56,0.888888889,14,14,12,19,19,8,0,0,0,0,0,,0,0,,82.015,13126.86045,163.03,1,82.015,164.03,,81.015,82.015,1
94409a0ffd53e0a1595691fc4c7841d498386e29182d2651ad3e32fccdae7464219327c66992ad7be4758b0b5f9c75908215f6b8147289b0fb939e068b04f01d,579,20,253,1,0.436960276,1,3,28.95,1.5,256,2464.75,140,26036,85.13816926,44,1373,1,1,3,2,17,132,20,12,39,31,155,11,14.09090909,154,0.993548387,9,42,15,27,23,26,5,0.402412309,0.012166977,7.44E-05,2.294543266,0.446858003,7.243421555,6,1.207236926,9.075,115.34311,26.27,1,4.04,54.45,1.024787882,4.384501302,4.04,0
885a2713086d22d98bb393e440333bd9f5c2898838c9503395cc4c04d378a3f7fe136bb5fd7013de1d776a9333da4575bb8a12e96f495100839380415f8ff291,1258,143,611,1,0.485691574,1,3,8.797202797,4,301,523.986014,167,14771,59.56279809,38,1206,1,3,5,2,17,184,17,11,82,31,1535,82,18.7195122,1522,0.991530945,8,169,21,19,87,31,14,0.951066275,0.023095131,0.000185013,16.37036419,7.905841474,35.18945217,8,4.398681521,48.17,102.4920286,66.5,41,41.435,385.36,1.02884425,3.579316076,41.435,0
5cfe268dd416b73b7d887e2a8d47c138d5b963e8ec939c070ffaf9ff3078a3c50d4f48ad9f7a1c6256d3f3126f28d2753926ad91c0fdcaa20abac350462e193d,1734,258,806,1,0.464821223,3,5,6.720930233,1.5,361,310.5,80,11083,46.19896194,29.5,1126,1,3,6,3,10,227,18,17,91,31,1684,355,4.743661972,1667,0.989904988,11,208,21,16,106,31,386,70.61245821,0.168478966,9.82E-05,7774.616054,221142.3723,114109.7325,8,14263.71656,123.37375,210.4158839,136.05,100,129.77,986.99,-1.302604991,5.128546138,129.77,0
558c8fe760e1ee2c61a1660172d946caf604685e963525c1be8c72493e831368af0b786323ea6c0bb2f10b137ff53428aadd4fab47c88183eb8c511835e7f345,1054,481,148,2,0.140417457,4,6,2.191268191,1,28,125.7442827,47,2149,57.38425047,38,627,1,9,24,2,22,142,20,16,116,30,224,114,1.964912281,94,0.419642857,15,35,20,8,38,30,16,0.06050155,0.043999672,0.001403809,0.310976028,0.005805565,1.149529457,2,0.574764729,27.20333333,135.2641867,46.79,20,20,163.22,1.297624773,4.748055508,20,1
c41f247bf71fcf6cd2af8953b1aceb36016fd9a09e6aefe84bcfe498e47600102c6aad7fceaf948c40794e95aad4ba591a6e82e8d5566ca423d59655c7b928d7,339,337,339,1,1,1,1,1.005934718,1,3,36.81602374,14,4619,36.59882006,14,1800,1,1,1,1,16,105,8,9,93,6,67,14,4.785714286,62,0.925373134,14,22,8,4,34,7,17,0.118509346,0.035467148,0.000720978,1.209922791,0.077181981,2.133168221,1,2.133168221,28.83,1238.0288,53.71,3.95,28.83,57.66,,24.88,28.83,1
adc7102b43d8e4baa80298ad2634e5c9db525da22192921b3567f3a6547798bfe023364175a0cff72852dc492ee90c08e47c1bc534f9548c3ec0790179ff1dcc,2470,468,1240,2,0.502024291,4,9,5.277777778,1,174,603.4423077,105,38379,114.3364372,52,3055,1,4,10,2,9,236,19,2,123,31,2127,424,5.016509434,2078,0.976962858,10,268,24,8,130,31,269,11.40589429,0.128624916,7.92E-05,1008.793562,3791.070131,16002.46968,8,2000.30871,141.98875,114.4073839,159.49,133.6,135.9,1135.91,0.956684641,3.781656118,135.9,0
24109c7c807c1c4693278ee4348724cb49430937ab1946920998cc2cd771a728ce502b4986b7cf97611e53e5a973fcb0017a409f844e3bfd7348591cd1fac635,770,190,402,2,0.522077922,3,5,4.052631579,1,107,235.4,68,4546,58.08571429,34,1472,1,3,8,2,17,87,23,13,48,31,1877,314,5.977707006,1847,0.984017048,11,228,24,28,129,31,465,62.18911265,0.248134136,7.44E-05,10861.56142,205396.9914,125497.6293,8,15687.20367,65.28125,4.860355357,70.37,64,64.25,522.25,2.206431302,0.779451358,64.25,1
0b833384e594bc7891d5d9d7b734ea1b17e079ece28976c9307398f5fde4665f2bc8607b5f41af714bdf2c013d8b002c18d006ac4093340d188cf01e9aa77be4,9,9,9,2,1,0,0,1,1,1,49.77777778,25,185,49.77777778,25,185,5,0,0,1,8,6,3,6,9,1,26,3,8.666666667,26,1,15,19,3,4,23,2,13,0.06557015,0.006344318,0.000227928,0.805233002,0.045403731,0.917982101,1,0.917982101,18.64,0.5184,19,17.56,19,74.56,-2,0.36,19,1
c41983adac9ffb126c8a0933657121f91af8cbcee72e55596b30c6acf92adc5eec610dcfb8725c8d0a1009f4460134f42d92eb13d8853cbf4d2399053dd01733,619,59,619,1,1,1,3,10.49152542,3,209,936.3898305,195,14538,89.25201939,45,1733,1,1,3,1,19,89,19,16,39,31,1439,199,7.231155779,1425,0.990271022,13,200,22,7,92,31,288,117.8274558,0.305047989,7.44E-05,13469.9707,841861.4227,144102.9785,8,18012.87231,151.7375,51.42267857,154.6,134,154.15,1213.9,-2.822225723,2.535317499,154.15,0
28bdcc32f9949a7b0b97bcb05917a58fa6ad0615a8bbd5e1ce8fe2e312b42fb97fadfbddac1f158b45b2157b5a1f1e1398029bad063fcedb21332a01d0ffdb53,110,86,102,2,0.927272727,0,0,1.279069767,1,5,212.4418605,42,8728,166.0909091,32.5,3321,5,0,0,2,15,19,11,1,67,6,53,6,8.833333333,51,0.962264151,13,29,6,30,23,8,0,0,0,0,0,,0,0,,193.15,73843.245,385.3,1,193.15,386.3,,192.15,193.15,1
955cce07c9a462b531a44d32410b050cbea7218a2890cee95973cc0fc53effc87e6b57ed784520e1ef18869412b9aad867db5bcf81931736cad91782c1146797,239,60,63,2,0.263598326,1,2,3.983333333,1,76,324.5833333,94,5814,81.48535565,48,821,2,1,4,2,11,29,16,2,16,31,1274,58,21.96551724,1103,0.86577708,11,143,22,11,86,31,4,0.045245227,0.008700371,6.10E-05,0.164420128,0.00357376,0.769168854,8,0.096146107,13.4125,7.150535714,17.3,11,12.1,107.3,0.656639131,0.945418936,12.1,0
471a5f0fcd836373294aa482fde3ba2b05ba8826b881eab462f4af094508848a0250e93d57bfcda758f3b2eb8b7b67c98623537aa0325f8e4481772450f82359,106,8,7,1,0.066037736,1,1,13.25,6,34,1597.875,185.5,6465,120.5943396,54,1352,3,2,2,2,20,14,16,16,9,30,770,35,22,762,0.98961039,11,156,20,10,61,31,3,0.0169143,0.006753922,0.000558853,0.093864441,0.000556687,0.473600388,8,0.059200048,10.2125,5.006964286,14.4,9,9,81.7,1.526750739,0.791119799,9,0
7e1de1b006ccea47b6a976f1744af897caad3b2abea30afdc73cc317ecc06de0afc89fc3ec4ac2efcf5d2cf08060db880351e7304e8fabc106a050fe09ac01ed,572,543,561,2,0.980769231,1,6,1.053406998,1,15,49.01104972,43,306,46.52622378,41.5,148,1,1,6,2,20,287,11,25,120,21,191,7,27.28571429,189,0.989528796,14,36,14,1,20,23,16,0.10262475,0.012722492,0.000947952,1.394510269,0.095343532,2.052495003,2,1.026247501,22.1575,335.4489357,55.93,9,11.47,177.26,1.150410549,6.475424076,11.47,1
64fbabc7f05371e1866b49c36154196facf8ba8665d4ddd1a77f2124aff5013d60d056cf91e0da901501e84ca469b9288b01d9a37e1480733da7193ec24baf3f,250,247,250,2,1,0,0,1.012145749,1,2,161.4129555,52,2597,159.476,52,1800,1,0,0,1,13,35,11,9,98,3,62,5,12.4,59,0.951612903,18,17,8,10,17,7,13,0.638280119,0.00756216,0.000759125,7.756547928,4.262186335,8.935921669,1,8.935921669,162.85,,162.85,162.85,162.85,162.85,,,162.85,1
95d5e86c09aa581c23f448a0046c7150f819f057835fddb0470a946011f6b8edb884e19595b25987eafd7301d6afead13b66d0ef717965b38cb058ef54552e61,66,20,23,1,0.348484848,1,2,3.3,1.5,11,140.05,142,474,42.43939394,31.5,180,3,1,2,2,11,9,12,20,6,27,435,74,5.878378378,434,0.997701149,11,65,17,16,54,31,284,86.5775573,0.167215347,8.77E-05,17755.42271,586861.6357,99477.61334,8,12434.70167,58.0125,0.00125,58.1,58,58,464.1,2.828427125,0.0125,58,0
c42d45dd1f01c100dcdea6b43ba7a8186ee11c9304a867e7b4a51618c44aaf00b07916456f3c7c4897033eb6379c568ca2fc3a3d4c0693687d8f850711166149,240,38,53,2,0.220833333,1,1,6.315789474,1,73,1739.315789,31.5,33721,275.3916667,126.5,1800,1,1,1,2,17,38,16,1,16,31,423,27,15.66666667,423,1,10,86,16,13,52,31,0,0,0,0,0,,0,0,,13.47,18.30785714,23.16,11,11.285,107.76,2.085623295,1.512772998,11.285,0
3623f601425249aed368abb85b5c2a020f3b47795c1dabb0d215951d332ab9b1cf23df0f01280b8ad29a05dd0d7249bd2251c62fb96ce63c7d518eec69c688d5,52,9,52,1,1,1,1,5.777777778,4,18,178.1111111,127,496,30.82692308,25.5,143,1,1,1,1,19,13,15,13,8,22,471,46,10.23913043,471,1,13,60,17,7,46,31,189,20.45179032,0.070371628,0.000114441,5043.89233,37479.7237,18958.80963,8,2369.851203,1,0,1,1,1,8,0,0,1,0
fd58a06d10e64d388e8cf8996197d78995a6ba50be67444faaec479a7858cd43bbd6947d2be891b2d5795fb9e236d1b78cccca252e9cb145d7ef31bfd336cf54,367,54,181,1,0.493188011,2,7,6.796296296,2,117,662,87,7866,97.40599455,23,1915,2,2,7,2,18,55,18,1,21,31,707,43,16.44186047,706,0.998585573,11,93,18,13,66,31,97,79.09910936,0.350951195,7.44E-05,2642.289609,83693.18339,31244.1482,8,3905.518525,8.5675,2.14E-05,8.57,8.56,8.57,68.54,-1.4401646,0.001636634,8.57,0
b9307401557c05852a7eb1983fb0e20e358a5a158ab5c33a069841de402be18ca23adf373dfa416c7e430ede25b7b0047916ffcef5d491d294ad0795176fb21d,108,85,99,1,0.916666667,0,0,1.270588235,1,7,396,60,10130,311.6666667,59,1800,2,0,0,2,17,17,12,28,56,3,71,8,8.875,69,0.971830986,18,21,6,28,29,4,0,0,0,0,0,,0,0,,314.975,13969.56125,398.55,231.4,314.975,629.95,,83.575,314.975,1
c164545bf38f5a5764ea5971798de25a69741bb7c615b6a70968234e97c248a30ed5a67954e70de35f2a47f2556f5f30a459bad110051d4305f4ff92dfa34ecb,41,11,41,1,1,1,1,3.727272727,1,18,225.3636364,52,1167,60.46341463,35,281,5,1,1,1,17,7,12,8,10,20,403,28,14.39285714,403,1,13,56,20,8,51,30,36,1.517729428,0.01712513,4.48E-05,69.21659088,97.50606981,74.36874199,4,18.5921855,12.054,15.04893,16.56,5.99,12.26,60.27,-0.90273573,1.734873482,12.26,0
